canonical_id,name,type,aliases,gold_name,homepage,doi,source
16325853,CUB-200-2011 Attribute Revision,Dataset,cub-200-2011 attribute revision,cub200-2011,,10.5281/zenodo.16325853,Zenodo
5000887,Data from: Silent fish surveys: bubble-free diving highlights inaccuracies associated with SCUBA-based surveys in heavily fished areas,Dataset,data from: silent fish surveys: bubble-free diving highlights inaccuracies associated with scuba-based surveys in heavily fished areas,cub200-2011,,10.5061/dryad.673tr,Zenodo
4960768,Data from: Increasing belief but issue fatigue: changes in Australian Household Climate Change Segments between 2011 and 2016,Dataset,data from: increasing belief but issue fatigue: changes in australian household climate change segments between 2011 and 2016,cub200-2011,,10.5061/dryad.sf0fc75,Zenodo
4966293,Data from: Introgression in hybrid ants is favored in females but selected against in males,Dataset,data from: introgression in hybrid ants is favored in females but selected against in males,cub200-2011,,10.5061/dryad.64fs5,Zenodo
6514270,Online appendix for the paper: On the Use of Causal Graphical Models for Designing Experiments in the Automotive Domain,Software,online appendix for the paper: on the use of causal graphical models for designing experiments in the automotive domain,cars,,10.5281/zenodo.6514270,Zenodo
10963829,X-ray tomography 3D image dataset of natural fibre reinforced polypropylene,Dataset,x-ray tomography 3d image dataset of natural fibre reinforced polypropylene,cars,,10.5281/zenodo.10963829,Zenodo
5648263,Base datos de Vehículos eléctricos,Dataset,base datos de vehículos eléctricos,cars,,10.5281/zenodo.5648263,Zenodo
14878710,Credibility,Dataset,credibility,standford online porducts,,10.5281/zenodo.14878710,Zenodo
4589143,Ultra-Elastic CGRAs for Irregular Loop Specialization,Software,ultra-elastic cgras for irregular loop specialization,standford online porducts,,10.5281/zenodo.4589143,Zenodo
6380073,French-language art critics bibliographies dataset,Dataset,french-language art critics bibliographies dataset,standford online porducts,,10.5281/zenodo.6380073,Zenodo
8298062,In-shop Clothes Retrieval,Dataset,in-shop clothes retrieval,inshop,,10.5281/zenodo.8298062,Zenodo
8434645,Classifying_SGH_from_Optical_Imagery,Software,classifying_sgh_from_optical_imagery,in-shop cloths retireval,,10.5281/zenodo.8434645,Zenodo
8298062,In-shop Clothes Retrieval,Dataset,in-shop clothes retrieval,in-shop cloths retireval,,10.5281/zenodo.8298062,Zenodo
7966410,vpodpecan/pysbgn: v0.2.1,Software,vpodpecan/pysbgn: v0.2.1,vid,,10.5281/zenodo.7966410,Zenodo
5005611,Data from: Periodic shell decollation as an ecology-driven strategy in the early Cambrian Cupitheca,Dataset,data from: periodic shell decollation as an ecology-driven strategy in the early cambrian cupitheca,vid,,10.5061/dryad.cg747g1,Zenodo
10422176,Castel Hunedoara II,Dataset,castel hunedoara ii,vid,,10.5281/zenodo.10422176,Zenodo
6505313,MarusaOrazem/reproducibility-challenge:,Software,marusaorazem/reproducibility-challenge:,vid,,10.5281/zenodo.6505313,Zenodo
4774267,"Asellus aquaticus genome and VCF file from samples obtained on Gotland, Sweden",Dataset,"asellus aquaticus genome and vcf file from samples obtained on gotland, sweden",vid,,10.5061/dryad.2547d7wqj,Zenodo
6505384,MarusaOrazem/reproducibility_challenge: v1.0.0,Software,marusaorazem/reproducibility_challenge: v1.0.0,vid,,10.5281/zenodo.6505384,Zenodo
13868105,Synthetic dataset: Traffic Accidents & Vehicle Registry,Dataset,synthetic dataset: traffic accidents & vehicle registry,pku vehicle id,,10.5281/zenodo.13868105,Zenodo
5748198,Steelquist Dissertation - Chapter 3 Supplement,Dataset,steelquist dissertation - chapter 3 supplement,stanford online products,,10.5281/zenodo.5748198,Zenodo
5748237,Steelquist Dissertation - Chapter 2 Supplement,Dataset,steelquist dissertation - chapter 2 supplement,stanford online products,,10.5281/zenodo.5748237,Zenodo
3237458,Twitter pre-trained word vectors,Dataset,twitter pre-trained word vectors,stanford online products,,10.5281/zenodo.3237458,Zenodo
8298062,In-shop Clothes Retrieval,Dataset,in-shop clothes retrieval,in-shop clothes retrieval benchmark,,10.5281/zenodo.8298062,Zenodo
11471586,Dataset Retrieval Benchmark,Dataset,dataset retrieval benchmark,in-shop clothes retrieval benchmark,,10.5281/zenodo.11471586,Zenodo
10634706,Dataset Retrieval Benchmark,Dataset,dataset retrieval benchmark,in-shop clothes retrieval benchmark,,10.5281/zenodo.10634706,Zenodo
3550553,Improved upper bounds for permutation flowshop scheduling benchmarks (Taillard and VRF),Dataset,improved upper bounds for permutation flowshop scheduling benchmarks (taillard and vrf),in-shop clothes retrieval benchmark,,10.5281/zenodo.3550553,Zenodo
15063451,Job Shop Scheduling Problem Benchmark Instances,Dataset,job shop scheduling problem benchmark instances,in-shop clothes retrieval benchmark,,10.5281/zenodo.15063451,Zenodo
3605803,"Software Publication accompanying the paper ""How FAIR can you get? Image Retrieval as a Use Case to calculate FAIR Metrics""",Software,"software publication accompanying the paper ""how fair can you get? image retrieval as a use case to calculate fair metrics""",in-shop clothes retrieval benchmark,,10.25927/001,Zenodo
4708073,A Mechanistic Model to Predict Synthetic Biotic Activity in Healthy Volunteers and Patients with Phenylketonuria,Software,a mechanistic model to predict synthetic biotic activity in healthy volunteers and patients with phenylketonuria,pku vehicleid,,10.5281/zenodo.4708073,Zenodo
12598215,stark_test_data,Dataset,stark_test_data,pku-vehicleid,,10.5281/zenodo.12598215,Zenodo
6792058,PKU-KWS,Dataset,pku-kws,pku-vehicleid,,10.5281/zenodo.6792058,Zenodo
14851533,geq-pku/smartphone-pressure: Smartphone pressure reasearch final version,Software,geq-pku/smartphone-pressure: smartphone pressure reasearch final version,pku-vehicleid,,10.5281/zenodo.14851533,Zenodo
6759289,"leizhang-pku/Data-analysis-for-single-molecule-reactions: Code for ""Precise electrical gating of the single-molecule Mizoroki-Heck reaction""",Software,"leizhang-pku/data-analysis-for-single-molecule-reactions: code for ""precise electrical gating of the single-molecule mizoroki-heck reaction""",pku-vehicleid,,10.5281/zenodo.6759289,Zenodo
11091666,dingli-pku/ZLC_and_hTBLC: Published version,Software,dingli-pku/zlc_and_htblc: published version,pku-vehicleid,,10.5281/zenodo.11091666,Zenodo
3594212,JDong-pku/South-Altyn-Orogen v.1.0,Software,jdong-pku/south-altyn-orogen v.1.0,pku-vehicleid,,10.5281/zenodo.3594212,Zenodo
13147928,PKU GIMMS Processed NDVI  data,Dataset,pku gimms processed ndvi  data,pku-vehicleid,,10.5281/zenodo.13147928,Zenodo
5072975,PKU-2021/LNA: LNA,Software,pku-2021/lna: lna,pku-vehicleid,,10.5281/zenodo.5072975,Zenodo
7949555,Wenxue-PKU/Publication_RAD21: v1.0,Software,wenxue-pku/publication_rad21: v1.0,pku-vehicleid,,10.5281/zenodo.7949555,Zenodo
8298062,In-shop Clothes Retrieval,Dataset,in-shop clothes retrieval,in-shop clothes,,10.5281/zenodo.8298062,Zenodo
10237985,Man in traveling clothes,Dataset,man in traveling clothes,in-shop clothes,,10.5281/zenodo.10237985,Zenodo
8124265,Oracle segmentation maps for fine-grained multitask CLIP,Dataset,oracle segmentation maps for fine-grained multitask clip,cub200,,10.5281/zenodo.8124265,Zenodo
3973140,CUB-200 Speech captions (Part-II),Dataset,cub-200 speech captions (part-ii),cub200,,10.5281/zenodo.3973140,Zenodo
3972388,CUB-200 Speech captions (Part-I),Dataset,cub-200 speech captions (part-i),cub200,,10.5281/zenodo.3972388,Zenodo
5513759,"Continvvm/continuum: Hashed Scenario, Scenario Generator, AwA2 dataset, Cub200 autodl, +fixes",Software,"continvvm/continuum: hashed scenario, scenario generator, awa2 dataset, cub200 autodl, +fixes",cub200,,10.5281/zenodo.5513759,Zenodo
7339319,Dataset Literature Review Online Business AND Products,Dataset,dataset literature review online business and products,online products,,10.5281/zenodo.7339319,Zenodo
7361556,Dataset Literature Review Online Business AND Product,Dataset,dataset literature review online business and product,online products,,10.5281/zenodo.7361556,Zenodo
7339136,Dataset Literature Review Online Business and Products,Dataset,dataset literature review online business and products,online products,,10.5281/zenodo.7339136,Zenodo
4263423,Bonpreu-Esclat Online Supermarket Products,Dataset,bonpreu-esclat online supermarket products,online products,,10.5281/zenodo.4263423,Zenodo
4247813,Bonpreu-Esclat Online Supermarket Products,Dataset,bonpreu-esclat online supermarket products,online products,,10.5281/zenodo.4247813,Zenodo
4562729,Pre-processed XSum data for BERT,Dataset,pre-processed xsum data for bert,xsum,,10.5281/zenodo.4562729,Zenodo
10254976,XSum and CNN with paraphrases of summaries,Dataset,xsum and cnn with paraphrases of summaries,xsum,,10.5281/zenodo.10254976,Zenodo
4562810,Pre-processed XSum and CNN/Dailymail for BERT-based summarization,Dataset,pre-processed xsum and cnn/dailymail for bert-based summarization,xsum,,10.5281/zenodo.4562810,Zenodo
4361476,CoNLL-RDF ontology,Dataset,conll-rdf ontology,conll,,10.5281/zenodo.4361476,Zenodo
4452018,Xmi to CoNLL Converter,Software,xmi to conll converter,conll,,10.5281/zenodo.4452018,Zenodo
7950202,hsci-r/flopo-formats: Programs to convert between CONLL/CONLL-CSV/WebAnno TSV,Software,hsci-r/flopo-formats: programs to convert between conll/conll-csv/webanno tsv,conll,,10.5281/zenodo.7950202,Zenodo
6904053,UCDenver-ccp/CRAFT: CRAFT v5.0.2,Software,ucdenver-ccp/craft: craft v5.0.2,conll,,10.5281/zenodo.6904053,Zenodo
11391166,Dataset for Arabic Event Coreference Relation,Dataset,dataset for arabic event coreference relation,conll,,10.5281/zenodo.11391166,Zenodo
3993970,FrameNet Tools: A Python library to work with FrameNet,Software,framenet tools: a python library to work with framenet,conll,,10.5281/zenodo.3993970,Zenodo
15668020,Long COVID SDOH NER,Dataset,long covid sdoh ner,conll,,10.5281/zenodo.15668020,Zenodo
817627,nilsreiter/uima-util: 0.7.2,Software,nilsreiter/uima-util: 0.7.2,conll,,10.5281/zenodo.817627,Zenodo
13287865,Adrenal Lesion Incidentaloma Named Entity Recognition Pipeline,Software,adrenal lesion incidentaloma named entity recognition pipeline,conll,,10.5281/zenodo.13287865,Zenodo
10720917,Tiny ImageNet,Dataset,tiny imagenet,cifar10 (tinyimagenet),,10.5281/zenodo.10720917,Zenodo
8056918,ResNet 34 Ensemble Predictions on TinyImageNet,Dataset,resnet 34 ensemble predictions on tinyimagenet,cifar10 (tinyimagenet),,10.5281/zenodo.8056918,Zenodo
6653675,Tiny-ImageNet-R,Dataset,tiny-imagenet-r,cifar10 (tinyimagenet),,10.5281/zenodo.6653675,Zenodo
14986611,CIFAR10,Dataset,cifar10,cifar10 (tinyimagenet),,10.5281/zenodo.14986611,Zenodo
14279880,vision-transformers-cifar10,Software,vision-transformers-cifar10,cifar10 (tinyimagenet),,10.5281/zenodo.14279880,Zenodo
7821075,Results of Project NeurAdapt:  Demonstration of Dynamic Flow CNN,Software,results of project neuradapt:  demonstration of dynamic flow cnn,cifar10 (tinyimagenet),,10.5281/zenodo.7821075,Zenodo
10089977,CIFAR-10 & CIFAR-100,Dataset,cifar-10 & cifar-100,cifar10 (tinyimagenet),,10.5281/zenodo.10089977,Zenodo
14589101,TinyImageNet statistics and PCA,Dataset,tinyimagenet statistics and pca,cifar10 (tinyimagenet),,10.5281/zenodo.14589101,Zenodo
15188748,Rescaled CIFAR-10 dataset,Dataset,rescaled cifar-10 dataset,cifar10 (tinyimagenet),,10.5281/zenodo.15188748,Zenodo
3931823,KITTI-Masks,Dataset,kitti-masks,semantic-kitti,,10.5281/zenodo.3931823,Zenodo
10820379,KITTI,Dataset,kitti,semantic-kitti,,10.5281/zenodo.10820379,Zenodo
7046095,KITTI 3D Object Detection,Dataset,kitti 3d object detection,semantic-kitti,,10.5281/zenodo.7046095,Zenodo
14906179,SemanticTHAB: A High Resolution LiDAR Dataset,Dataset,semanticthab: a high resolution lidar dataset,semantic-kitti,,10.5281/zenodo.14906179,Zenodo
5783420,OpenLABEL-enriched KITTI Tracking scenarios,Dataset,openlabel-enriched kitti tracking scenarios,semantic-kitti,,10.5281/zenodo.5783420,Zenodo
5725902,UoA-eResearch/kitti-detect:,Software,uoa-eresearch/kitti-detect:,semantic-kitti,,10.5281/zenodo.5725902,Zenodo
14708702,Natural history specimens collected and/or identified and deposited.,Dataset,natural history specimens collected and/or identified and deposited.,semantic-kitti,,10.5281/zenodo.14708702,Zenodo
6801109,ImageNet-Cartoon and ImageNet-Drawing: two domain shift datasets for ImageNet,Dataset,imagenet-cartoon and imagenet-drawing: two domain shift datasets for imagenet,imagenet-lt,,10.5281/zenodo.6801109,Zenodo
10720917,Tiny ImageNet,Dataset,tiny imagenet,imagenet-lt,,10.5281/zenodo.10720917,Zenodo
8112408,DB-science/LT-Upscaler:  -LT-Upscaler-,Software,db-science/lt-upscaler:  -lt-upscaler-,imagenet-lt,,10.5281/zenodo.8112408,Zenodo
15745466,ImageNet-21K + PSF,Dataset,imagenet-21k + psf,imagenet-lt,,10.5281/zenodo.15745466,Zenodo
7544933,Classification of pictures taken from Flickr and iNaturalist for cultural ecosystem services in Minho Region Portugal,Dataset,classification of pictures taken from flickr and inaturalist for cultural ecosystem services in minho region portugal,inaturalist 2018,,10.5281/zenodo.7544933,Zenodo
13321600,iNaturalist: iNaturalist Images (deprecated),Dataset,inaturalist: inaturalist images (deprecated),inaturalist 2018,,10.5281/zenodo.13321600,Zenodo
4099136,An open dataset of butterflies species of south India,Dataset,an open dataset of butterflies species of south india,inaturalist 2018,,10.5281/zenodo.4099136,Zenodo
4061848,Flora of Russia on iNaturalist backup 2020 Sep 08 (750K + 136K records),Dataset,flora of russia on inaturalist backup 2020 sep 08 (750k + 136k records),inaturalist 2018,,10.5281/zenodo.4061848,Zenodo
8112408,DB-science/LT-Upscaler:  -LT-Upscaler-,Software,db-science/lt-upscaler:  -lt-upscaler-,places-lt,,10.5281/zenodo.8112408,Zenodo
4059733,kosakowski/OGS6-MP-LT-Drum: OGS6-MP-LT-Drum,Software,kosakowski/ogs6-mp-lt-drum: ogs6-mp-lt-drum,places-lt,,10.5281/zenodo.4059733,Zenodo
3371882,SUSTAIN NRL LT,Dataset,sustain nrl lt,places-lt,,10.5281/zenodo.3371882,Zenodo
10273310,"Nettuno (LT), Fontana",Dataset,"nettuno (lt), fontana",places-lt,,10.5281/zenodo.10273310,Zenodo
5795270,Generated RGBD Tracking Benchmarks (COCO2017),Dataset,generated rgbd tracking benchmarks (coco2017),coco2017,,10.5281/zenodo.5795270,Zenodo
12533514,Adult dataset preprocessed,Dataset,adult dataset preprocessed,adult census,,10.5281/zenodo.12533514,Zenodo
6683974,2011 Census estimates of the workplace population in England and Wales,Dataset,2011 census estimates of the workplace population in england and wales,adult census,,10.5281/zenodo.6683974,Zenodo
15096962,Code for 'How much should we care about what others know? Jump signals in optimal investment under relative performance concerns',Software,code for 'how much should we care about what others know? jump signals in optimal investment under relative performance concerns',bank%2bmarketing,,10.5281/zenodo.15096962,Zenodo
2631866,Predict credit card default of clients in Taiwan,Software,predict credit card default of clients in taiwan,credit card default,,10.5281/zenodo.2631866,Zenodo
16804306,Open Science Workflow for Loan & Credit Card Default Prediction,Software,open science workflow for loan & credit card default prediction,credit card default,,10.5281/zenodo.16804306,Zenodo
12524822,UCI_Credit_Card,Dataset,uci_credit_card,credit card default,,10.24432/C55S3H,Zenodo
6683974,2011 Census estimates of the workplace population in England and Wales,Dataset,2011 census estimates of the workplace population in england and wales,dutch census,,10.5281/zenodo.6683974,Zenodo
17182944,Magnetic Spectra for Density Scale analysis in Martian Ionosphere.,Dataset,magnetic spectra for density scale analysis in martian ionosphere.,maven,,10.5281/zenodo.17182944,Zenodo
17202702,Power Spectral Characteristic of Martian Ionospheric Irregularities.,Dataset,power spectral characteristic of martian ionospheric irregularities.,maven,,10.5281/zenodo.17202702,Zenodo
10519874,Longitudinal wave components of Mars thermosphere composition measured by MAVEN/NGIMS,Dataset,longitudinal wave components of mars thermosphere composition measured by maven/ngims,maven,,10.5281/zenodo.10519874,Zenodo
3381406,Unstable Ion Composition Boundary Layer Crossings,Dataset,unstable ion composition boundary layer crossings,maven,,10.5281/zenodo.3381406,Zenodo
1489120,Maven central dependency graph,Dataset,maven central dependency graph,maven,,10.5281/zenodo.1489120,Zenodo
8085786,Maven Central Analysis Niels,Dataset,maven central analysis niels,maven,,10.5281/zenodo.8085786,Zenodo
