#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text= 
0-0	0-1	 	*[57]|*[403]	ONTOLOGY[57]|DATASET[57]|EVALMETRIC[57]|SOFTWARE[57]|PUBLICATION[57]|WORKSHOP[57]|PROGLANG[57]|LICENSE[57]|PROJECT[57]|CONFERENCE[403]
32-98	5329-5330	/	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-99	5330-5336	holo4k	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-100	5336-5337	/	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-101	5337-5340	raw	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-102	5341-5342	-	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-103	5342-5343	-	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-104	5343-5354	output\_path	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-105	5355-5359	data	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-106	5359-5360	/	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-107	5360-5381	bindingsite\_test\_data	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-108	5381-5382	/	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-109	5382-5388	holo4k	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-110	5388-5389	/	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-111	5389-5392	raw	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-112	5393-5394	-	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-113	5394-5395	-	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-114	5395-5401	device	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-115	5402-5406	cuda	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-116	5406-5407	:	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-117	5407-5408	0	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-118	5409-5410	-	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-119	5410-5411	-	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-120	5411-5417	n\_jobs	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-121	5418-5419	8	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-122	5420-5426	python	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-123	5427-5445	process\_dataset.py	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-124	5446-5447	-	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-125	5447-5448	-	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-126	5448-5458	input\_path	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-127	5459-5463	data	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-128	5463-5464	/	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-129	5464-5485	bindingsite\_test\_data	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-130	5485-5486	/	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-131	5486-5504	holo4k\_split\_chain	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-131	5486-5492	holo4k	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-132	5504-5505	/	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-133	5505-5508	raw	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-134	5509-5510	-	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-135	5510-5511	-	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-136	5511-5522	output\_path	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-137	5523-5527	data	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-138	5527-5528	/	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-139	5528-5549	bindingsite\_test\_data	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-140	5549-5550	/	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-141	5550-5568	holo4k\_split\_chain	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-141	5550-5556	holo4k	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-142	5568-5569	/	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-143	5569-5572	raw	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-144	5573-5574	-	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-145	5574-5575	-	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-146	5575-5581	device	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-147	5582-5586	cuda	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-148	5586-5587	:	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-149	5587-5588	0	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-150	5589-5590	-	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-151	5590-5591	-	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-152	5591-5597	n\_jobs	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-153	5598-5599	8	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-154	5600-5606	python	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-155	5607-5625	process\_dataset.py	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-156	5626-5627	-	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-157	5627-5628	-	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-158	5628-5638	input\_path	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-159	5639-5643	data	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-160	5643-5644	/	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-161	5644-5665	bindingsite\_test\_data	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-162	5665-5666	/	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-163	5666-5677	pdbbind2020	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-164	5677-5678	/	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-165	5678-5681	raw	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-166	5682-5683	-	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-167	5683-5684	-	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-168	5684-5695	output\_path	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-169	5696-5700	data	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-170	5700-5701	/	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-171	5701-5722	bindingsite\_test\_data	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-172	5722-5723	/	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-173	5723-5734	pdbbind2020	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-174	5734-5735	/	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-175	5735-5738	raw	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-176	5739-5740	-	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-177	5740-5741	-	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-178	5741-5747	device	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-179	5748-5752	cuda	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-180	5752-5753	:	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-181	5753-5754	0	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-182	5755-5756	-	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-183	5756-5757	-	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-184	5757-5763	n\_jobs	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-185	5764-5765	8	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-186	5766-5767	`	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-187	5767-5768	`	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-188	5768-5769	`	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-189	5771-5772	#	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-190	5772-5773	#	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-191	5773-5774	#	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-192	5775-5780	Train	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-193	5782-5787	Train	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-194	5788-5791	the	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-195	5792-5793	\*	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-196	5793-5805	heterogenous	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-197	5805-5806	\*	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-198	5807-5809	or	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-199	5810-5811	\*	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-200	5811-5821	homogenous	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-201	5821-5822	\*	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-202	5823-5828	model	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-203	5829-5833	with	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-204	5834-5837	the	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-205	5838-5848	parameters	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-206	5849-5851	as	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
32-207	5852-5856	used	*[395]	EVALMETRIC[395]|CONFERENCE[395]|PROGLANG[395]|ONTOLOGY[395]|WORKSHOP[395]|PROJECT[395]|LICENSE[395]|DATASET[395]|SOFTWARE[395]|PUBLICATION[395]
