#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text= 
0-0	0-1	 	*[57]|*[72]	DATASET[57]|ONTOLOGY[57]|EVALMETRIC[57]|SOFTWARE[57]|PUBLICATION[57]|PROJECT[57]|WORKSHOP[57]|PROGLANG[57]|LICENSE[57]|CONFERENCE[72]
7-19	2800-2801	>	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-20	2802-2808	Please	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-21	2809-2812	set	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-22	2813-2816	the	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-23	2817-2822	value	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-24	2823-2825	of	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-25	2826-2831	alpha	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-26	2831-2832	:	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-27	2834-2835	1	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-28	2843-2844	4	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-29	2844-2845	>	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-30	2846-2852	Please	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-31	2853-2858	enter	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-32	2859-2868	computing	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-33	2869-2873	time	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-34	2874-2879	limit	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-35	2880-2881	(	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-36	2881-2888	seconds	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-37	2888-2889	)	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-38	2889-2890	:	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-39	2892-2894	40	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-40	2898-2899	#	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-41	2899-2900	#	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-42	2900-2901	#	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-43	2902-2903	(	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-44	2903-2904	3	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-45	2904-2905	)	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-46	2906-2912	Result	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-47	2914-2917	The	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-48	2918-2926	training	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-49	2927-2936	iteration	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-50	2937-2940	and	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-51	2941-2952	computation	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-52	2953-2957	time	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-53	2958-2961	log	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-54	2962-2964	is	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-55	2965-2970	saved	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-56	2971-2973	in	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-57	2974-2994	Para\_DPMM\_output.txt	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-58	2994-2995	,	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-59	2996-2999	the	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-60	3000-3010	clustering	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-61	3011-3017	result	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-62	3018-3020	is	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-63	3021-3026	saved	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-64	3027-3029	in	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-65	3030-3050	Para\_DPMM\_result.mat	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-66	3050-3051	,	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-67	3052-3057	where	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-68	3058-3059	z	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-69	3060-3062	is	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-70	3063-3066	the	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-71	3067-3077	clustering	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-72	3078-3084	result	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-73	3085-3087	of	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-74	3088-3097	Para\_DPMM	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-75	3098-3103	model	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-76	3103-3104	,	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-77	3105-3110	label	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-78	3111-3113	is	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-79	3114-3117	the	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-80	3118-3124	ground	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-81	3125-3130	truth	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-82	3131-3138	cluster	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-83	3139-3144	label	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-84	3144-3145	,	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-85	3146-3148	AR	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-86	3149-3151	is	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-87	3152-3160	Adjusted	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-88	3161-3167	Random	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-89	3168-3173	Index	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-90	3173-3174	,	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-91	3175-3177	RI	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-92	3178-3180	is	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-93	3181-3187	Random	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-94	3188-3193	Index	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-95	3194-3203	benchmark	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-96	3203-3204	,	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-97	3205-3207	MI	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-98	3208-3210	is	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-99	3211-3212	"	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-100	3212-3220	Mirkin's	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-101	3220-3221	"	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-102	3222-3227	index	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-103	3228-3231	and	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-104	3232-3234	HI	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-105	3235-3237	is	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-106	3238-3239	"	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-107	3239-3247	Hubert's	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-108	3247-3248	"	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-109	3249-3254	index	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]

#Text=.
8-1	3254-3255	.	*[65]	WORKSHOP[65]|LICENSE[65]|PROJECT[65]|PUBLICATION[65]|ONTOLOGY[65]|DATASET[65]|EVALMETRIC[65]|CONFERENCE[65]|SOFTWARE[65]|PROGLANG[65]

#Text=# 3.
9-1	3260-3261	#	*[66]	ONTOLOGY[66]|DATASET[66]|PROJECT[66]|EVALMETRIC[66]|SOFTWARE[66]|PUBLICATION[66]|CONFERENCE[66]|PROGLANG[66]|WORKSHOP[66]|LICENSE[66]
9-2	3262-3263	3	*[66]	ONTOLOGY[66]|DATASET[66]|PROJECT[66]|EVALMETRIC[66]|SOFTWARE[66]|PUBLICATION[66]|CONFERENCE[66]|PROGLANG[66]|WORKSHOP[66]|LICENSE[66]
9-3	3263-3264	.	*[66]	ONTOLOGY[66]|DATASET[66]|PROJECT[66]|EVALMETRIC[66]|SOFTWARE[66]|PUBLICATION[66]|CONFERENCE[66]|PROGLANG[66]|WORKSHOP[66]|LICENSE[66]

#Text=Comparison Methods  In the paper, we performed comparison with several current widely used single cell clustering methods.
10-1	3265-3275	Comparison	*[67]	EVALMETRIC[67]|SOFTWARE[67]|CONFERENCE[67]|WORKSHOP[67]|ONTOLOGY[67]|PROGLANG[67]|LICENSE[67]|PROJECT[67]|PUBLICATION[67]|DATASET[67]
10-2	3276-3283	Methods	*[67]	EVALMETRIC[67]|SOFTWARE[67]|CONFERENCE[67]|WORKSHOP[67]|ONTOLOGY[67]|PROGLANG[67]|LICENSE[67]|PROJECT[67]|PUBLICATION[67]|DATASET[67]
10-3	3285-3287	In	*[67]	EVALMETRIC[67]|SOFTWARE[67]|CONFERENCE[67]|WORKSHOP[67]|ONTOLOGY[67]|PROGLANG[67]|LICENSE[67]|PROJECT[67]|PUBLICATION[67]|DATASET[67]
10-4	3288-3291	the	*[67]	EVALMETRIC[67]|SOFTWARE[67]|CONFERENCE[67]|WORKSHOP[67]|ONTOLOGY[67]|PROGLANG[67]|LICENSE[67]|PROJECT[67]|PUBLICATION[67]|DATASET[67]
10-5	3292-3297	paper	*[67]	EVALMETRIC[67]|SOFTWARE[67]|CONFERENCE[67]|WORKSHOP[67]|ONTOLOGY[67]|PROGLANG[67]|LICENSE[67]|PROJECT[67]|PUBLICATION[67]|DATASET[67]
10-6	3297-3298	,	*[67]	EVALMETRIC[67]|SOFTWARE[67]|CONFERENCE[67]|WORKSHOP[67]|ONTOLOGY[67]|PROGLANG[67]|LICENSE[67]|PROJECT[67]|PUBLICATION[67]|DATASET[67]
10-7	3299-3301	we	*[67]	EVALMETRIC[67]|SOFTWARE[67]|CONFERENCE[67]|WORKSHOP[67]|ONTOLOGY[67]|PROGLANG[67]|LICENSE[67]|PROJECT[67]|PUBLICATION[67]|DATASET[67]
10-8	3302-3311	performed	*[67]	EVALMETRIC[67]|SOFTWARE[67]|CONFERENCE[67]|WORKSHOP[67]|ONTOLOGY[67]|PROGLANG[67]|LICENSE[67]|PROJECT[67]|PUBLICATION[67]|DATASET[67]
10-9	3312-3322	comparison	*[67]	EVALMETRIC[67]|SOFTWARE[67]|CONFERENCE[67]|WORKSHOP[67]|ONTOLOGY[67]|PROGLANG[67]|LICENSE[67]|PROJECT[67]|PUBLICATION[67]|DATASET[67]
10-10	3323-3327	with	*[67]	EVALMETRIC[67]|SOFTWARE[67]|CONFERENCE[67]|WORKSHOP[67]|ONTOLOGY[67]|PROGLANG[67]|LICENSE[67]|PROJECT[67]|PUBLICATION[67]|DATASET[67]
10-11	3328-3335	several	*[67]	EVALMETRIC[67]|SOFTWARE[67]|CONFERENCE[67]|WORKSHOP[67]|ONTOLOGY[67]|PROGLANG[67]|LICENSE[67]|PROJECT[67]|PUBLICATION[67]|DATASET[67]
10-12	3336-3343	current	*[67]	EVALMETRIC[67]|SOFTWARE[67]|CONFERENCE[67]|WORKSHOP[67]|ONTOLOGY[67]|PROGLANG[67]|LICENSE[67]|PROJECT[67]|PUBLICATION[67]|DATASET[67]
10-13	3344-3350	widely	*[67]	EVALMETRIC[67]|SOFTWARE[67]|CONFERENCE[67]|WORKSHOP[67]|ONTOLOGY[67]|PROGLANG[67]|LICENSE[67]|PROJECT[67]|PUBLICATION[67]|DATASET[67]
10-14	3351-3355	used	*[67]	EVALMETRIC[67]|SOFTWARE[67]|CONFERENCE[67]|WORKSHOP[67]|ONTOLOGY[67]|PROGLANG[67]|LICENSE[67]|PROJECT[67]|PUBLICATION[67]|DATASET[67]
10-15	3356-3362	single	*[67]	EVALMETRIC[67]|SOFTWARE[67]|CONFERENCE[67]|WORKSHOP[67]|ONTOLOGY[67]|PROGLANG[67]|LICENSE[67]|PROJECT[67]|PUBLICATION[67]|DATASET[67]
10-16	3363-3367	cell	*[67]	EVALMETRIC[67]|SOFTWARE[67]|CONFERENCE[67]|WORKSHOP[67]|ONTOLOGY[67]|PROGLANG[67]|LICENSE[67]|PROJECT[67]|PUBLICATION[67]|DATASET[67]
10-17	3368-3378	clustering	*[67]	EVALMETRIC[67]|SOFTWARE[67]|CONFERENCE[67]|WORKSHOP[67]|ONTOLOGY[67]|PROGLANG[67]|LICENSE[67]|PROJECT[67]|PUBLICATION[67]|DATASET[67]
