#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=  
0-0	0-2	 	*[720]|*[1100]	PROGLANG[720]|WORKSHOP[720]|LICENSE[720]|ONTOLOGY[720]|PROJECT[720]|SOFTWARE[720]|DATASET[720]|EVALMETRIC[720]|PUBLICATION[720]|CONFERENCE[1100]
23-471	12510-12520	karateclub	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-472	12535-12536	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-473	12536-12538	en	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-474	12538-12539	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-475	12539-12545	latest	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-476	12545-12546	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-477	12546-12553	modules	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-478	12553-12554	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-479	12554-12563	root.html	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-480	12563-12564	#	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-481	12564-12612	karateclub.node\_embedding.attributed.musae.MUSAE	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-481	12564-12574	karateclub	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-482	12612-12613	)	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-483	12613-12614	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-484	12614-12615	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-485	12616-12620	from	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-486	12621-12633	Rozemberczki	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-487	12634-12635	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-488	12635-12637	et	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-489	12638-12640	al	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-490	12640-12641	.	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-491	12641-12642	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-492	12642-12643	:	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-493	12644-12645	\[	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-494	12645-12656	Multi-Scale	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-495	12657-12667	Attributed	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-496	12668-12672	Node	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-497	12673-12682	Embedding	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-498	12682-12683	\]	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-499	12683-12684	(	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-500	12684-12689	https	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-501	12689-12690	:	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-502	12690-12691	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-503	12691-12692	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-504	12692-12701	arxiv.org	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-505	12701-12702	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-506	12702-12705	abs	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-507	12705-12706	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-508	12706-12716	1909.13021	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-509	12716-12717	)	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-510	12718-12719	(	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-511	12719-12724	Arxiv	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-512	12725-12729	2019	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-513	12729-12730	)	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-514	12732-12733	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-515	12734-12735	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-516	12735-12736	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-517	12736-12737	\[	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-518	12737-12739	AE	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-519	12739-12740	\]	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-520	12740-12741	(	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-521	12741-12746	https	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-522	12746-12747	:	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-523	12747-12748	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-524	12748-12749	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-525	12749-12774	karateclub.readthedocs.io	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-525	12749-12759	karateclub	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-526	12774-12775	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-527	12775-12777	en	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-528	12777-12778	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-529	12778-12784	latest	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-530	12784-12785	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-531	12785-12792	modules	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-532	12792-12793	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-533	12793-12802	root.html	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-534	12802-12803	#	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-535	12803-12845	karateclub.node\_embedding.attributed.ae.AE	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-535	12803-12813	karateclub	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-536	12845-12846	)	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-537	12846-12847	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-538	12847-12848	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-539	12849-12853	from	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-540	12854-12866	Rozemberczki	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-541	12867-12868	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-542	12868-12870	et	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-543	12871-12873	al	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-544	12873-12874	.	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-545	12874-12875	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-546	12875-12876	:	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-547	12877-12878	\[	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-548	12878-12889	Multi-Scale	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-549	12890-12900	Attributed	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-550	12901-12905	Node	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-551	12906-12915	Embedding	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-552	12915-12916	\]	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-553	12916-12917	(	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-554	12917-12922	https	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-555	12922-12923	:	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-556	12923-12924	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-557	12924-12925	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-558	12925-12934	arxiv.org	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-559	12934-12935	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-560	12935-12938	abs	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-561	12938-12939	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-562	12939-12949	1909.13021	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-563	12949-12950	)	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-564	12951-12952	(	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-565	12952-12957	Arxiv	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-566	12958-12962	2019	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-567	12962-12963	)	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-568	12965-12966	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-569	12967-12968	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-570	12968-12969	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
